State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
VIC,Jemena,3073,RESERVOIR,A100,,Elec,RES,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,9,10.87%,9.68%,9.29%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Elec,RES,High,Origin Energy,"Origin Flexi","",5,,,,,,10,11.05%,9.86%,9.47%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,20,,,,,1,0%,-10.92%,-12.61%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period.",,11,,,,,2,9.85%,0%,-1.52%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,3,11.19%,1.49%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,4,13.14%,3.65%,2.19%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date.",,,,3,,,5,13.14%,3.65%,2.19%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,3,,,6,16.78%,7.69%,6.29%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,20,,,,,1,0%,-4.67%,-10%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,2,4.46%,0%,-5.1%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,9.09%,4.85%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period.",,11,,,,,4,9.64%,5.42%,0.6%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date.",,,,3,,,5,10.71%,6.55%,1.79%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,3,,,6,13.79%,9.77%,5.17%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,1,0%,0%,-7.1%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,20,,,,,2,0%,0%,-7.1%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,Momentum,"Momentum Gas","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,6.63%,6.63%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date.",,,,3,,,4,9.85%,9.85%,3.45%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period.",,11,,,,,5,10.29%,10.29%,3.92%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Gas,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,3,,,6,12.02%,12.02%,5.77%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Origin Energy,"Origin Max Saver (Jemena)","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",11,20,,,,,1,0%,-1.14%,-2.28%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date.",,,3,3,,,2,1.13%,0%,-1.13%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,2.23%,1.11%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,4,3.09%,1.99%,0.88%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,5,3.94%,2.84%,1.75%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,6,4.15%,3.06%,1.97%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,7,4.36%,3.27%,2.18%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,8,6.6%,5.53%,4.47%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,7.38%,6.33%,5.27%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date.",,,3,3,,,1,0%,-0.35%,-0.52%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,0.35%,0%,-0.17%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Origin Energy,"Origin Max Saver (Jemena)","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",11,20,,,,,3,0.52%,0.17%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,4,1.71%,1.37%,1.2%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,5,2.38%,2.04%,1.87%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,6,2.55%,2.21%,2.04%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,7,2.55%,2.21%,2.04%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,8,6.51%,6.19%,6.03%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,7.72%,7.4%,7.23%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,1,0%,-0.15%,-0.77%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date.",,,3,3,,,2,0.15%,0%,-0.61%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Origin Energy,"Origin Max Saver (Jemena)","Origin Max Saver gives you 20% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",11,20,,,,,3,0.76%,0.61%,0%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,4,1.51%,1.36%,0.75%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,5,1.66%,1.51%,0.9%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,6,1.8%,1.65%,1.05%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges and 3% off your gas usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,3,,,7,2.25%,2.1%,1.5%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges for electricity and 5% discount on usage and supply charges for gas when you purchase the Power Saver and Gas Saver products.",,,7,5,,,8,6.98%,6.84%,6.27%,23/04/2020
VIC,Jemena,3073,RESERVOIR,A100,,Dual,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 11% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",5,11,,,,,9,8.16%,8.02%,7.45%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,1,0%,-1.57%,-1.88%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date.",,,3,,,,2,1.54%,0%,-0.31%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,1.85%,0.31%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Origin Energy,"Origin Max Saver (Powercor)","",11,,,,,,4,2.15%,0.61%,0.31%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,5,3.04%,1.52%,1.22%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Powerdirect,"Powerdirect Rate Saver","Powerdirect Rate Saver plan is a fixed rate plan. Powerdirect will not vary the fixed rates that apply to your energy plan at any time during your 12 month Minimum Period",,,,,,,6,3.04%,1.52%,1.22%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,,,,7,4.2%,2.7%,2.4%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,8,4.2%,2.7%,2.4%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Origin Energy,"Origin Flexi","",5,,,,,,9,8.33%,6.9%,6.61%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Low,Powershop,"Power Saver","Powershop can offer you 7% discount on usage and supply charges when you purchase the Power Saver product.",,,7,,,,10,10.64%,9.24%,8.96%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws.",,,,,,,1,0%,-1.94%,-2.91%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.9%,0%,-0.95%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Lumo Energy,"Lumo Value","The Lumo Value plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date.",,,3,,,,3,2.82%,0.94%,0%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Origin Energy,"Origin Max Saver (Powercor)","",11,,,,,,4,3.05%,1.17%,0.23%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this is an ongoing market contract with no contract term and no exit fees.",,,,,,,5,4.18%,2.32%,1.39%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Powerdirect,"Powerdirect Rate Saver","Powerdirect Rate Saver plan is a fixed rate plan. Powerdirect will not vary the fixed rates that apply to your energy plan at any time during your 12 month Minimum Period",,,,,,,6,4.18%,2.32%,1.39%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Momentum,"Move Mate","With Move Mate, your standard electricity connection fees are waived, as are disconnection fees if your old place is powered by Momentum. ",,,,,,,7,4.4%,2.55%,1.62%,23/04/2020
VIC,Powercor,3226,Ocean Grove,D1,,Elec,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan is a no contract term and you're entitled to receive 3% off your electricity usage & service to property charges, when you pay by the due date. Additionally, the Lumo Movers plan covers standard connection and disconnection costs when you move.",,,3,,,,8,4.84%,3%,2.07%,23/04/2020
